"r","K","kD","aA","kS","dA","eD","eU","aD","aU","gU","kA","dU","B","eS","dS","dD","propForest"
2.52382524748522,11495.0485096498,0.927855441750801,0.0116931913657844,0.62642298583622,1.16312611731582,0.527037268482432,0.0229894186577197,0.15206543231796,0.286741658535754,8.49330569021299,0.00014255778275539,6.14731925419656e-05,0.478864889504187,0.00993620456345022,0.00043939506071888,0.00731844493947972,1
0.60169499545149,8453.56782162431,1.56341352948723,0.148020120456254,4.72481786281053,0.13727189227901,0.901976765625219,7.81252336768913e-05,0.137812311210489,2.01851262117009,0.146674678556327,0.00015561208521251,0.022019805191705,1.59158790867946,0.002645628716128,0.0096556416779525,0.00133957203818851,0.976
1.94348868717912,2124.28856451933,1.12551140198239,0.0754291274818831,0.14835020889076,0.609980005562892,0.950454488730268,0.00148270153505513,0.0499130963201687,4.77829119001505,5.70727673394739,0.00052417425499331,0.00150640409706443,0.502066684586971,0.0141935502656488,0.0503851610941969,0.00384654604651629,0.952
0.939608188628439,6460.11807999015,0.688132607013638,0.0419423820254896,1.3768954618833,0.0208258455904948,0.0200017179857405,1.27209531605276e-05,0.0459751887748927,2.83835521083722,0.293550445737381,0.00119987145842356,0.00065090447153849,3.20794409894983,0.00032398456082521,0.00173868120326771,0.116019477224702,0.912
2.35291726642705,8904.11131458139,2.35977442497695,0.0145109994104772,0.286445753866473,0.0779136648289394,0.681787876915778,0.0423809445630942,0.0377839154572435,2.73482024368038,2.51313107386144,0.00078340780864461,0.00017495215304358,3.00266932653048,0.00038898596410551,0.0619147719907613,0.0328899038493595,0.784
2.66706813569527,5905.22294451995,2.61942443091241,0.0181028533727854,0,1.35176057999654,0.413687011922997,0.0662672937092898,0.0211565798869677,2.48124477911853,0.476489163861865,0.0007366079854978,0.00072989195261183,0.368511770081996,0.010582038034145,0.0803974569789125,0.134366862641743,0.856
3.58586607526255,13237.4358115771,1.96119325169954,0.0397415524233309,0.175635836131974,0.264704902204502,0.260739532131376,4.46528076466428e-05,0.344314089575837,8.68972902139086,0.292580072108493,0.00063484667191653,0.00241823572167937,2.03366647634632,0.0733210355869941,0.000311838097325,0.00969042320433333,0.032
3.96973509184336,11495.3355160446,2.72405461151991,0.01847468811785,0.303631426451493,0.0326143034267052,0.402322990009011,0.0139229207981935,0.30626332492201,1.46866876607721,1.33638184521167,0.00050089555181696,0.00436463187391163,0.66541205328804,0.00031778145307053,0.00164251514671339,0.610143262996448,0.072
0.648231168879871,8385.56495324838,2.04489005575189,0.133130968178977,0.729615030990615,0.0522363784355137,0.721999415177601,5.69904362946021e-05,0.191309433800557,2.83421915075065,1.38323322750974,0.00027849818716947,8.52250208838341e-06,0.587798186553278,0.00040358449729051,0.00091907476220123,0.0186182154639457,0.192
1.95259136714908,3798.20480428193,2.63071108868442,0.103536536257756,3.19194136021458,0.0996115116023529,0.613477969407923,1.41783784438081e-05,0.268881857636,2.21263326420418,6.70311122345857,0.00040518482796575,4.02356771655135e-05,0.476698571585378,5.4235033333641e-05,0.00013266957773866,0.0222050040244583,0.592
3.97509314070394,1908.10571472992,0.461273817668982,0.0317802599786209,2.74972757931989,0.250106033733569,0.494768240971631,0.0198381858056795,0.0579543141174261,1.58862717252519,13.8246525576249,0.00092284829978179,0.00085062982362655,0.263884232979955,0.0251453328229006,0.00026022687668446,0.00274718648146198,0.8
2.74126772702277,17896.8090575767,3.13676344072766,0.0186546346292186,0.418195767581741,1.58347288931712,0.435074849348923,0.00228264317946315,0.0205749647020262,3.33043017338251,1.11784125423729,0.00046135191080352,0.029331223340207,1.1643698854455,0.00167879132431435,0.00086976033126835,0.0263655711529932,0.248
0.385951165056464,1824.95109489732,3.404844113228,0.00917044837788339,0.223977662450722,1.32667055701696,0.196538498765801,2.81478749737916e-05,0.0987531895802333,4.65865888808437,0.222054246994538,0.00072632707471094,0.00025032161099231,0.240340502789488,2.00637200871891e-05,0.00041140503857201,0.0017290956836509,0.736
1.43461227971471,12641.2876578478,1.36114232273041,0.0272781586641631,0.10923967779158,0.454248367083003,0.0880445755147605,0.0022589803982843,0.0122400183931625,8.52782250638684,6.38935733696482,0.00038581723778924,1.54336285903275e-05,0.346782730910271,0.00054232713406172,0.00241012828375599,1.41628453506851,0.528
3.28051694092193,4670.13508253019,0.778942335758763,0.0359062260769654,1.98099436574582,0.152248004609796,0.210424034748608,0.0336034840799991,0.00714259160749047,8.55801844201014,2.63527921638239,0,0.061026620128055,4.24640422742587,0.0202552585653479,0.00054479608373751,0.0459666424013232,0.4
3.07800005127174,11280.6973159689,3.40336508770916,0.0243450668427196,1.0639487213714,1.57067091670263,0.931809462037066,0.0231784622023079,0.117312782114218,6.95726070638756,0.626663598170308,0.00092587067281553,0.00083087376939809,0.187950340878045,0.0143292452502145,0.00014444877495832,0.0891000634749817,0.624
2.67209321290929,1280.70733534742,2.67498946203707,0.00515962722967219,0.325039323358032,1.23655710065605,0.134393304728988,8.52570239046956e-05,0.0469888636442939,3.63598105730734,0.385788550459434,0.00011246035288206,0.0653132751181339,0.348879921295306,0.00304165807735456,0.0919535212415122,0.246582757749682,0.752
