"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",804.568401693045,2755.81039285369,2.24584438519536,0.0165199088757824,1.00421997716424,0.765901917657229,0.216118608354181,0.230857955308698,0.0416672258046902,9.80999287512957,0.156812497647285,0.000316881497566078,0.001224145481653,0.160139454653583,9.60381037188651,0.0130201861080374,0.10550884243558,1
"2",755.76362127399,2885.64476856358,2.78488752472958,0.00714469497338204,0.373238703309689,0.099260067583992,0.29315053615655,2.72738626923903,0.104599203533708,1.26213334755648,0.303193673720226,0.000705422607828172,4.44204516684333e-06,0.183312289341083,0.0960024325157157,0.0307236820231973,0.268498988225086,0.976
"3",657.679745771181,3207.41004595096,0.915563239086602,0.104613334737353,0,0.0324738349146158,0.98926373977795,1.19813578394696,0.047411101161523,2.25759064186801,15.9053211626558,0.000847623777956037,0.0377792058671229,6.5487793364778,3.49879518463117,0.000181628942698418,0.609464647109167,0.048
"4",590.476550691983,4148.81568808807,0.988698688312093,0.125081456587725,0.802522272448408,0.979731760434767,0.749887969841959,1.63016265368241,0.0409793054254918,8.01586495344366,0.821442704193076,0.00052153090570176,0.0423128165426949,0.159390881866573,2.70439565981996,0.000567812234770882,0.545246097471484,0.064
"5",716.399156272207,4356.31808660366,0.840634908184049,0.15142778265634,0.0820145659862903,0.047059030843546,0.269747326785536,6.40152249176209,0.0529954504929009,0.0955245698896157,0.14636378839935,9.4132463506882e-05,0.00120586030584839,0.154752851766885,0.603034887246943,0.0357252888482358,0.0386053767265405,0.008
"6",404.818859429985,2599.4773991774,0,0.0338681319676942,3.91894747003352,0.217359240779357,0.366466644285785,0.588634427636536,0.0209883207180305,0.281296191325924,15.7700751839797,0.000176110262508785,0.211233056366807,1.1766550954124,0.519258715719201,0.112015704730695,0.129523251399195,0.944
"7",639.271232936861,2344.44777403586,1.52725619206759,0.0286864553558175,2.93581175290082,0.057338730300972,0.96002112976141,0.673944837240491,0.0338825449392862,8.77010260785661,0.737173008669287,0.00152184046242134,3.96769081460956e-05,0.196543894158406,2.66304535586675,0.0272617910210257,0.00717350947941752,0.968
"8",437.947585260851,3792.06230974195,3.29777673696743,0.0583520537787338,1.45032833309273,0.0392442003217295,0.628248846565543,0.172763595281629,0.0228848543794403,0.547126501087062,5.39775461083396,0.00028035264720965,2.25774429987712e-05,0.423663904123777,3.47318354451082,0.00914145126227085,0.281379215251552,0.104
"9",598.080563895224,3240.39711014601,1.68842101054517,0.00252264445412675,1.23736793819822,0.2198184739722,0.262343580330547,0.324457764567787,0.302032182089034,3.52776205874883,4.46950895268574,0.000109627118331234,0.000441946620767545,0,7.93476430626814,0.00261333707735112,0.131555075941782,0
"10",464.642027715827,3022.72759367017,3.38131215745228,0.0936960649337572,2.4941100870968,1.08329930358007,0.44567274574209,1.04547605983659,0.0597321094095893,6.40073692752939,0.502481840375523,0.000386152804270458,0.000983370379845387,0,0.286242442230512,0.00330059687750328,0.0807162611717878,0.976
